index,income_total
8115,157500
8116,270000
8117,45000
8118,292500
8119,135000
8120,112500
8121,337500
8122,229500
8123,135000
8124,225000
8125,180000
8126,225000
8127,180000
8128,180000
8129,139500
8130,103500
8131,180000
8132,121500
8133,94500
8134,225000
8135,157500
8136,157500
8137,157500
8138,112500
8139,54000
8140,112500
8141,76500
8142,67500
8143,360000
8144,180000
8145,157500
8146,157500
8147,135000
8148,360000
8149,202500
8150,135000
8151,283500
8152,360000
8153,103500
8154,67500
8155,121500
8156,180000
8157,292500
8158,123750
8159,60750
8160,450000
8161,157500
8162,157500
8163,135000
8164,117000
8165,135000
8166,225000
8167,360000
8168,247500
8169,225000
8170,450000
8171,99000
8172,112500
8173,157500
8174,180000
8175,175500
8176,128542.5
8177,135000
8178,202500
8179,157500
8180,54000
8181,472500
8182,328500
8183,193500
8184,225000
8185,67500
8186,90000
8187,130500
8188,90000
8189,337500
8190,103500
8191,90000
8192,337500
8193,103500
8194,112500
8195,157500
8196,189000
8197,157500
8198,112500
8199,337500
8200,270000
8201,540000
8202,94500
8203,225000
8204,112500
8205,112500
8206,315000
8207,72000
8208,270000
8209,360000
8210,180000
8211,90000
8212,253800
8213,225000
8214,67500
8215,135000
8216,202500
8217,67500
8218,135000
8219,81000
8220,135000
8221,387000
8222,112500
8223,360000
8224,90000
8225,270000
8226,112500
8227,108000
8228,211500
8229,202500
8230,67500
8231,58500
8232,112500
8233,144000
8234,135000
8235,450000
8236,157500
8237,135000
8238,157500
8239,360000
8240,225000
8241,225000
8242,315000
8243,225000
8244,315000
8245,135000
8246,103500
8247,157500
8248,157500
8249,81000
8250,202500
8251,391500
8252,112500
8253,135000
8254,112500
8255,135000
8256,225000
8257,135000
8258,270000
8259,225000
8260,180000
8261,139500
8262,180000
8263,337500
8264,180000
8265,315000
8266,202500
8267,180000
8268,450000
8269,135000
8270,112500
8271,157500
8272,225000
8273,112500
8274,180000
8275,119700
8276,112500
8277,292500
8278,171000
8279,270000
8280,135000
8281,90000
8282,198000
8283,180000
8284,63000
8285,175500
8286,90000
8287,81000
8288,216000
8289,135000
8290,184500
8291,270000
8292,121500
8293,202500
8294,45000
8295,157500
8296,279000
8297,225000
8298,45000
8299,157500
8300,315000
8301,135000
8302,90000
8303,247500
8304,270000
8305,90000
8306,90000
8307,135000
8308,135000
8309,180000
8310,202500
8311,180000
8312,270000
8313,148500
8314,193500
8315,112500
8316,135000
8317,135000
8318,157500
8319,216000
8320,157500
8321,67500
8322,157500
8323,76500
8324,225000
8325,157500
8326,180000
8327,225000
8328,225000
8329,445500
8330,157500
8331,135000
8332,76500
8333,135000
8334,193500
8335,135000
8336,112500
8337,157500
8338,126000
8339,90000
8340,202500
8341,202500
8342,180000
8343,90000
8344,90000
8345,135000
8346,153000
8347,180000
8348,315000
8349,99000
8350,270000
8351,225000
8352,112500
8353,540000
8354,176400
8355,108000
8356,176400
8357,85500
8358,144000
8359,225000
8360,247500
8361,225000
8362,225000
8363,76500
8364,99000
8365,94500
8366,135000
8367,94500
8368,270000
8369,135000
8370,56250
8371,180000
8372,112500
8373,292500
8374,72000
8375,292500
8376,292500
8377,112500
8378,139500
8379,135000
8380,135000
8381,112500
8382,202500
8383,94500
8384,112500
8385,135000
8386,225000
8387,315000
8388,135000
8389,261000
8390,202500
8391,252000
8392,81000
8393,495000
8394,135000
8395,67500
8396,130500
8397,270000
8398,351000
8399,135000
8400,337500
8401,202500
8402,315000
8403,360000
8404,112500
8405,157500
8406,202500
8407,202500
8408,157500
8409,157500
8410,67500
8411,270000
8412,292500
8413,180000
8414,270000
8415,202500
8416,270000
8417,112500
8418,292500
8419,202500
8420,157500
8421,157500
8422,135000
8423,180000
8424,202500
8425,162000
8426,157500
8427,315000
8428,108000
8429,292500
8430,65250
8431,157500
8432,225000
8433,202500
8434,103500
8435,166500
8436,234000
8437,135000
8438,58500
8439,90000
8440,157500
8441,270000
8442,135000
8443,72000
8444,337500
8445,247500
8446,90000
8447,67500
8448,157500
8449,135000
8450,157500
8451,135000
8452,76500
8453,157500
8454,153000
8455,148500
8456,112500
8457,157500
8458,225000
8459,270000
8460,148500
8461,67500
8462,225000
8463,112500
8464,427500
8465,180000
8466,180000
8467,112500
8468,225000
8469,103500
8470,72000
8471,180000
8472,155250
8473,157500
8474,90000
8475,135000
8476,126000
8477,112500
8478,135000
8479,112500
8480,90000
8481,292500
8482,135000
8483,67500
8484,157500
8485,180000
8486,180000
8487,135000
8488,103500
8489,225000
8490,135000
8491,180000
8492,135000
8493,135000
8494,391500
8495,810000
8496,157500
8497,225000
8498,135000
8499,157500
8500,292500
8501,90000
8502,202500
8503,292500
8504,171000
8505,112500
8506,175500
8507,222750
8508,252000
8509,225000
8510,157500
8511,270000
8512,202500
8513,180000
8514,99000
8515,225000
8516,315000
8517,108000
8518,180000
8519,382500
8520,121500
8521,270000
8522,234000
8523,126000
8524,180000
8525,292500
8526,45000
8527,157500
8528,225000
8529,121500
8530,112500
8531,135000
8532,283500
8533,180000
8534,180000
8535,90000
8536,315000
8537,135000
8538,135000
8539,112500
8540,225000
8541,225000
8542,90000
8543,112500
8544,103500
8545,90000
8546,135000
8547,112500
8548,90000
8549,135000
8550,112500
8551,252000
8552,112500
8553,135000
8554,157500
8555,202500
8556,135000
8557,315000
8558,81000
8559,216000
8560,175500
8561,225000
8562,180000
8563,225000
8564,135000
8565,193500
8566,180000
8567,112500
8568,157500
8569,193500
8570,202500
8571,49500
8572,189000
8573,157500
8574,382500
8575,225000
8576,135000
8577,180000
8578,135000
8579,144000
8580,31500
8581,157500
8582,202500
8583,225000
8584,225000
8585,315000
8586,247500
8587,405000
8588,360000
8589,292500
8590,243000
8591,144000
8592,180000
8593,49500
8594,135000
8595,112500
8596,126000
8597,112500
8598,135000
8599,90000
8600,202500
8601,67500
8602,157500
8603,180000
8604,112500
8605,270000
8606,450000
8607,202500
8608,202500
8609,108000
8610,135000
8611,270000
8612,292500
8613,144000
8614,180000
8615,112500
8616,135000
8617,270000
8618,180000
8619,135000
8620,184500
8621,135000
8622,202500
8623,90000
8624,202500
8625,135000
8626,225000
8627,67500
8628,144000
8629,135000
8630,459000
8631,202500
8632,90000
8633,202500
8634,292500
8635,229500
8636,225000
8637,225000
8638,360000
8639,225000
8640,144000
8641,270000
8642,157500
8643,225000
8644,157500
8645,225000
8646,148500
8647,67500
8648,292500
8649,225000
8650,202500
8651,112500
8652,193500
8653,270000
8654,225000
8655,180000
8656,270000
8657,360000
8658,90000
8659,67500
8660,180000
8661,121500
8662,337500
8663,180000
8664,247500
8665,135000
8666,175500
8667,292500
8668,315000
8669,225000
8670,135000
8671,315000
8672,54000
8673,450000
8674,45000
8675,225000
8676,225000
8677,225000
8678,112500
8679,157500
8680,135000
8681,157500
8682,135000
8683,157500
8684,180000
8685,256500
8686,360000
8687,247500
8688,517500
8689,112500
8690,247500
8691,180000
8692,135000
8693,225000
8694,72000
8695,117000
8696,157500
8697,405000
8698,301500
8699,216000
8700,117000
8701,292500
8702,67500
8703,144000
8704,180000
8705,202500
8706,315000
8707,157500
8708,270000
8709,144000
8710,157500
8711,202500
8712,270000
8713,121500
8714,270000
8715,585000
8716,180000
8717,157500
8718,135000
8719,90000
8720,135000
8721,67500
8722,292500
8723,180000
8724,157500
8725,135000
8726,180000
8727,60750
8728,180000
8729,135000
8730,216000
8731,202500
8732,360000
8733,270000
8734,225000
8735,126000
8736,90000
8737,94500
8738,202500
8739,180000
8740,112500
8741,112500
8742,99000
8743,135000
8744,315000
8745,90000
8746,270000
8747,405000
8748,112500
8749,180000
8750,252000
8751,76500
8752,112500
8753,270000
8754,247500
8755,157500
8756,144000
8757,270000
8758,90000
8759,81000
8760,180000
8761,72000
8762,157500
8763,180000
8764,90000
8765,225000
8766,67500
8767,270000
8768,270000
8769,225000
8770,135000
8771,270000
8772,405000
8773,202500
8774,202500
8775,360000
8776,126000
8777,202500
8778,243000
8779,72000
8780,112500
8781,103500
8782,270000
8783,90000
8784,157500
8785,135000
8786,225000
8787,180000
8788,211500
8789,81000
8790,117000
8791,315000
8792,270000
8793,225000
8794,135000
8795,292500
8796,121500
8797,180000
8798,247500
8799,90000
8800,225000
8801,292500
8802,202500
8803,121500
8804,225000
8805,157500
8806,315000
8807,135000
8808,112500
8809,337500
8810,126000
8811,292500
8812,157500
8813,63000
8814,270000
8815,135000
8816,256500
8817,153000
8818,135000
8819,108000
8820,315000
8821,225000
8822,315000
8823,157500
8824,166500
8825,108000
8826,157500
8827,360000
8828,360000
8829,180000
8830,58500
8831,157500
8832,135000
8833,135000
8834,112500
8835,157500
8836,180000
8837,135000
8838,450000
8839,72000
8840,135000
8841,202500
8842,315000
8843,202500
8844,360000
8845,157500
8846,333000
8847,157500
8848,144000
8849,360000
8850,247500
8851,265500
8852,121500
8853,112500
8854,180000
8855,157500
8856,49500
8857,225000
8858,202500
8859,225000
8860,189000
8861,216000
8862,202500
8863,540000
8864,157500
8865,202500
8866,198000
8867,450000
8868,135000
8869,180000
8870,225000
8871,112500
8872,225000
8873,202500
8874,157500
8875,135000
8876,157500
8877,247500
8878,112500
8879,135000
8880,157500
8881,270000
8882,99000
8883,112500
8884,162000
8885,171000
8886,207000
8887,157500
8888,121500
8889,225000
8890,157500
8891,135000
8892,54000
8893,225000
8894,180000
8895,157500
8896,225000
8897,292500
8898,270000
8899,112500
8900,562500
8901,112500
8902,112500
8903,157500
8904,67500
8905,135000
8906,135000
8907,112500
8908,202500
8909,67500
8910,67500
8911,202500
8912,180000
8913,112500
8914,265500
8915,135000
8916,135000
8917,270000
8918,247500
8919,103500
8920,202500
8921,180000
8922,81000
8923,90000
8924,180000
8925,193500
8926,405000
8927,270000
8928,135000
8929,112500
8930,202500
8931,157500
8932,225000
8933,202500
8934,112500
8935,306000
8936,171000
8937,270000
8938,202500
8939,162000
8940,112500
8941,202500
8942,112500
8943,202500
8944,225000
8945,81000
8946,90000
8947,180000
8948,130500
8949,166500
8950,184500
8951,337500
8952,225000
8953,225000
8954,360000
8955,112500
8956,56250
8957,157500
8958,162000
8959,157500
8960,112500
8961,67500
8962,144000
8963,45000
8964,167400
8965,292500
8966,135000
8967,135000
8968,63000
8969,225000
8970,247500
8971,135000
8972,180000
8973,135000
8974,252000
8975,108000
8976,211500
8977,450000
8978,450000
8979,225000
8980,112500
8981,99000
8982,270000
8983,166500
8984,157500
8985,117000
8986,135000
8987,112500
8988,135000
8989,225000
8990,202500
8991,135000
8992,180000
8993,337500
8994,157500
8995,315000
8996,193500
8997,135000
8998,135000
8999,90000
9000,157500
9001,193500
9002,103500
9003,90000
9004,135000
9005,180000
9006,315000
9007,180000
9008,112500
9009,81000
9010,112500
9011,202500
9012,67500
9013,180000
9014,324000
9015,117000
9016,270000
9017,202500
9018,67500
9019,112500
9020,225000
9021,225000
9022,450000
9023,112500
9024,292500
9025,189000
9026,252000
9027,211500
9028,90000
9029,157500
9030,225000
9031,135000
9032,315000
9033,63000
9034,90000
9035,247500
9036,225000
9037,765000
9038,157500
9039,157500
9040,135000
9041,157500
9042,216000
9043,247500
9044,157500
9045,261000
9046,157500
9047,360000
9048,144000
9049,315000
9050,81000
9051,292500
9052,225000
9053,225000
9054,247500
9055,225000
9056,175500
9057,112500
9058,162000
9059,112500
9060,67500
9061,112500
9062,297000
9063,180000
9064,270000
9065,58500
9066,270000
9067,157500
9068,157500
9069,360000
9070,135000
9071,225000
9072,270000
9073,315000
9074,297000
9075,180000
9076,202500
9077,112500
9078,157500
9079,112500
9080,337500
9081,94500
9082,225000
9083,540000
9084,247500
9085,157500
9086,270000
9087,112500
9088,202500
9089,157500
9090,67500
9091,180000
9092,139500
9093,270000
9094,225000
9095,46948.5
9096,135000
9097,135000
9098,85500
9099,126000
9100,225000
9101,135000
9102,180000
9103,225000
9104,112500
9105,675000
9106,99000
9107,382500
9108,135000
9109,180000
9110,157500
9111,225000
9112,225000
9113,112500
9114,247500
9115,180000
9116,157500
9117,94500
9118,112500
9119,157500
9120,180000
9121,180000
9122,202500
9123,270000
9124,225000
9125,315000
9126,180000
9127,225000
9128,180000
9129,112500
9130,76500
9131,202500
9132,225000
9133,202500
9134,207000
9135,157500
9136,216000
9137,130500
9138,72000
9139,112500
9140,360000
9141,135000
9142,99000
9143,180000
9144,99000
9145,112500
9146,180000
9147,202500
9148,270000
9149,225000
9150,135000
9151,270000
9152,135000
9153,157500
9154,202500
9155,126000
9156,135000
9157,225000
9158,135000
9159,90000
9160,225000
9161,360000
9162,225000
9163,180000
9164,135000
9165,162000
9166,315000
9167,121500
9168,360000
9169,121500
9170,337500
9171,112500
9172,135000
9173,157500
9174,112500
9175,315000
9176,292500
9177,184500
9178,157500
9179,135000
9180,108000
9181,315000
9182,112500
9183,112500
9184,144000
9185,202500
9186,108000
9187,270000
9188,157500
9189,135000
9190,90000
9191,202500
9192,112500
9193,315000
9194,135000
9195,202500
9196,135000
9197,355500
9198,112500
9199,112500
9200,270000
9201,193500
9202,112500
9203,180000
9204,112500
9205,90000
9206,180000
9207,112500
9208,112500
9209,99000
9210,337500
9211,90000
9212,225000
9213,112500
9214,112500
9215,292500
9216,360000
9217,247500
9218,135000
9219,112500
9220,81000
9221,144000
9222,225000
9223,112500
9224,148500
9225,180000
9226,90000
9227,90000
9228,112500
9229,225000
9230,157500
9231,63000
9232,360000
9233,166500
9234,157500
9235,157500
9236,157500
9237,180000
9238,202500
9239,292500
9240,202500
9241,135000
9242,157500
9243,135000
9244,468000
9245,202500
9246,360000
9247,135000
9248,229500
9249,112500
9250,180000
9251,67500
9252,90000
9253,130500
9254,202500
9255,560250
9256,180000
9257,135000
9258,247500
9259,135000
9260,157500
9261,225000
9262,90000
9263,270000
9264,216000
9265,157500
9266,112500
9267,292500
9268,180000
9269,135000
9270,166500
9271,253800
9272,135000
9273,270000
9274,270000
9275,247500
9276,180000
9277,144000
9278,202500
9279,270000
9280,112500
9281,225000
9282,135000
9283,121500
9284,126000
9285,391500
9286,225000
9287,185400
9288,202500
9289,450000
9290,180000
9291,54000
9292,144000
9293,180000
9294,157500
9295,292500
9296,180000
9297,135000
9298,157500
9299,54000
9300,135000
9301,189000
9302,202500
9303,180000
9304,180000
9305,270000
9306,202500
9307,157500
9308,180000
9309,144000
9310,225000
9311,450000
9312,135000
9313,247500
9314,112500
9315,540000
9316,364500
9317,360000
9318,83250
9319,135000
9320,135000
9321,247500
9322,73350
9323,405000
9324,216000
9325,90000
9326,81000
9327,135000
9328,135000
9329,99000
9330,202500
9331,180000
9332,135000
9333,90000
9334,202500
9335,315000
9336,90000
9337,202500
9338,202500
9339,180000
9340,225000
9341,391500
9342,90000
9343,81000
9344,211500
9345,225000
9346,103500
9347,54000
9348,135000
9349,144000
9350,157500
9351,180000
9352,225000
9353,54000
9354,157500
9355,180000
9356,202500
9357,165600
9358,189000
9359,180000
9360,157500
9361,90000
9362,135000
9363,225000
9364,180000
9365,225000
9366,247500
9367,180000
9368,315000
9369,126000
9370,90000
9371,180000
9372,180000
9373,135000
9374,135000
9375,252000
9376,180000
9377,180000
9378,247500
9379,112500
9380,90000
9381,198000
9382,391500
9383,180000
9384,157500
9385,90000
9386,315000
9387,405000
9388,157500
9389,99000
9390,72000
9391,112500
9392,135000
9393,247500
9394,135000
9395,225000
9396,315000
9397,101250
9398,112500
9399,360000
9400,157500
9401,405000
9402,67500
9403,56250
9404,67500
9405,135000
9406,247500
9407,135000
9408,189000
9409,211500
9410,112500
9411,180000
9412,157500
9413,90000
9414,112500
9415,324000
9416,148500
9417,112500
9418,225000
9419,157500
9420,135000
9421,135000
9422,67500
9423,166500
9424,270000
9425,40500
9426,135000
9427,202500
9428,135000
9429,112500
9430,225000
9431,337500
9432,121500
9433,157500
9434,90000
9435,94500
9436,180000
9437,247500
9438,292500
9439,135000
9440,157500
9441,391500
9442,135000
9443,112500
9444,180000
9445,225000
9446,360000
9447,126000
9448,360000
9449,157500
9450,40500
9451,225000
9452,202500
9453,306000
9454,112500
9455,306000
9456,247500
9457,135000
9458,135000
9459,112500
9460,90000
9461,180000
9462,270000
9463,405000
9464,90000
9465,76500
9466,247500
9467,90000
9468,180000
9469,171000
9470,675000
9471,171000
9472,81000
9473,180000
9474,121500
9475,112500
9476,202500
9477,315000
9478,202500
9479,202500
9480,67500
9481,103500
9482,157500
9483,270000
9484,202500
9485,112500
9486,112500
9487,360000
9488,382500
9489,180000
9490,135000
9491,180000
9492,157500
9493,180000
9494,225000
9495,225000
9496,202500
9497,112500
9498,267750
9499,90000
9500,225000
9501,360000
9502,112500
9503,315000
9504,247500
9505,450000
9506,112500
9507,135000
9508,180000
9509,157500
9510,135000
9511,292500
9512,225000
9513,382500
9514,112500
9515,157500
9516,180000
9517,315000
9518,135000
9519,234000
9520,135000
9521,81000
9522,225000
9523,135000
9524,180000
9525,256500
9526,112500
9527,180000
9528,126000
9529,180000
9530,135000
9531,126000
9532,180000
9533,135000
9534,112500
9535,81000
9536,90000
9537,135000
9538,292500
9539,112500
9540,36000
9541,157500
9542,112500
9543,112500
9544,180000
9545,144000
9546,99000
9547,450000
9548,225000
9549,193500
9550,135000
9551,247500
9552,157500
9553,180000
9554,157500
9555,270000
9556,157500
9557,90000
9558,238500
9559,135000
9560,135000
9561,139500
9562,180000
9563,85500
9564,180000
9565,225000
9566,157500
9567,103500
9568,247500
9569,324000
9570,184500
9571,202500
9572,180000
9573,166500
9574,270000
9575,292500
9576,247500
9577,45000
9578,202500
9579,116100
9580,157500
9581,135000
9582,270000
9583,225000
9584,135000
9585,360000
9586,180000
9587,90000
9588,171000
9589,144000
9590,225000
9591,270000
9592,45000
9593,202500
9594,67500
9595,144000
9596,135000
9597,112500
9598,126000
9599,135000
9600,157500
9601,144000
9602,247500
9603,202500
9604,112500
9605,247500
9606,180000
9607,135000
9608,90000
9609,121500
9610,202500
9611,202500
9612,225000
9613,315000
9614,225000
9615,202500
9616,157500
9617,247500
9618,144000
9619,306000
9620,99000
9621,144000
9622,184500
9623,180000
9624,90000
9625,270000
9626,157500
9627,315000
9628,103500
9629,112500
9630,225000
9631,121500
9632,225000
9633,216000
9634,135000
9635,306000
9636,74700
9637,337500
9638,202500
9639,162000
9640,130500
9641,112500
9642,202500
9643,135000
9644,121500
9645,225000
9646,54000
9647,180000
9648,90000
9649,81000
9650,90000
9651,180000
9652,315000
9653,157500
9654,67500
9655,135000
9656,225000
9657,36000
9658,315000
9659,405000
9660,180000
9661,135000
9662,121500
9663,157500
9664,180000
9665,112500
9666,90900
9667,76500
9668,202500
9669,90000
9670,225000
9671,148500
9672,270000
9673,270000
9674,225000
9675,63000
9676,157500
9677,103500
9678,135000
9679,225000
9680,202500
9681,122400
9682,225000
9683,292500
9684,225000
9685,225000
9686,360000
9687,234000
9688,216000
9689,99000
9690,157500
9691,247500
9692,54000
9693,225000
9694,202500
9695,202500
9696,112500
9697,270000
9698,342000
9699,166500
9700,180000
9701,126000
9702,81000
9703,121500
9704,112500
9705,126000
9706,189000
9707,225000
9708,180000
9709,81000
9710,180000
9711,180000
9712,135000
9713,112500
9714,81000
9715,144000
9716,270000
9717,148500
9718,135000
9719,225000
9720,112500
9721,135000
9722,189000
9723,135000
9724,112500
9725,202500
9726,135000
9727,90000
9728,225000
9729,225000
9730,225000
9731,274500
9732,185400
9733,202500
9734,202500
9735,202500
9736,126000
9737,99000
9738,450000
9739,72000
9740,166500
9741,90000
9742,135000
9743,202500
9744,135000
9745,112500
9746,225000
9747,112500
9748,225000
9749,157500
9750,202500
9751,112500
9752,211500
9753,157500
9754,90000
9755,225000
9756,112500
9757,135000
9758,112500
9759,382500
9760,225000
9761,315000
9762,126000
9763,76500
9764,157500
9765,135000
9766,360000
9767,225000
9768,202500
9769,225000
9770,99000
9771,225000
9772,90000
9773,90000
9774,405000
9775,333000
9776,193500
9777,180000
9778,180000
9779,112500
9780,112500
9781,216000
9782,126000
9783,171000
9784,675000
9785,180000
9786,234000
9787,90000
9788,126000
9789,135000
9790,108000
9791,76500
9792,157500
9793,180000
9794,112500
9795,112500
9796,202500
9797,157500
9798,121500
9799,90000
9800,270000
9801,144000
9802,112500
9803,81000
9804,360000
9805,135000
9806,225000
9807,193500
9808,90000
9809,153000
9810,112500
9811,193500
9812,67500
9813,270000
9814,135000
9815,157500
9816,270000
9817,112500
9818,180000
9819,270000
9820,256500
9821,202500
9822,112500
9823,157500
9824,112500
9825,157500
9826,148500
9827,180000
9828,180000
9829,99000
9830,67500
9831,171000
9832,90000
9833,202500
9834,202500
9835,157500
9836,103500
9837,202500
9838,225000
9839,112500
9840,252000
9841,117000
9842,292500
9843,225000
9844,126000
9845,103500
9846,112500
9847,135000
9848,108000
9849,202500
9850,180000
9851,157500
9852,135000
9853,67500
9854,112500
9855,135000
9856,81000
9857,135000
9858,148500
9859,90000
9860,112500
9861,135000
9862,202500
9863,270000
9864,225000
9865,202500
9866,540000
9867,45000
9868,45000
9869,135000
9870,112500
9871,247500
9872,472500
9873,132372
9874,135000
9875,90000
9876,90000
9877,225000
9878,167400
9879,234000
9880,202500
9881,90000
9882,135000
9883,180000
9884,135000
9885,90000
9886,225000
9887,90000
9888,121500
9889,180000
9890,247500
9891,135000
9892,247500
9893,157500
9894,39600
9895,112500
9896,157500
9897,315000
9898,225000
9899,157500
9900,135000
9901,180000
9902,720000
9903,103500
9904,157500
9905,225000
9906,49500
9907,225000
9908,180000
9909,270000
9910,112500
9911,148500
9912,184500
9913,112500
9914,180000
9915,157500
9916,193500
9917,157500
9918,112500
9919,180000
9920,180000
9921,180000
9922,180000
9923,157500
9924,135000
9925,157500
9926,153000
9927,292500
9928,292500
9929,270000
9930,270000
9931,270000
9932,355500
9933,180000
9934,255150
9935,270000
9936,112500
9937,247500
9938,67500
9939,121500
9940,157500
9941,270000
9942,135000
9943,126000
9944,157500
9945,274500
9946,225000
9947,202500
9948,121500
9949,202500
9950,135000
9951,247500
9952,112500
9953,135000
9954,315000
9955,157500
9956,292500
9957,225000
9958,65250
9959,562500
9960,135000
9961,270000
9962,180000
9963,112500
9964,112500
9965,423000
9966,67500
9967,202500
9968,270000
9969,225000
9970,216000
9971,185400
9972,157500
9973,193500
9974,99000
9975,153000
9976,225000
9977,67500
9978,157500
9979,315000
9980,76500
9981,180000
9982,225000
9983,180000
9984,225000
9985,157500
9986,148500
9987,33300
9988,112500
9989,225000
9990,112500
9991,180000
9992,157500
9993,38250
9994,135000
9995,135000
9996,180000
9997,225000
9998,135000
9999,90000
10000,117000
10001,135000
10002,225000
10003,94500
10004,112500
10005,225000
10006,112500
10007,135000
10008,270000
10009,180000
10010,112500
10011,450000
10012,216000
10013,49500
10014,202500
10015,225000
10016,157500
10017,76500
10018,103500
10019,157500
10020,292500
10021,360000
10022,396000
10023,157500
10024,157500
10025,67500
10026,238500
10027,450000
10028,135000
10029,112500
10030,180000
10031,225000
10032,126000
10033,126000
10034,103500
10035,76500
10036,360000
10037,247500
10038,180000
10039,121500
10040,157500
10041,202500
10042,900000
10043,99000
10044,112500
10045,135000
10046,225000
10047,135000
10048,112500
10049,56250
10050,225000
10051,171000
10052,202500
10053,270000
10054,135000
10055,157500
10056,675000
10057,126000
10058,315000
10059,135000
10060,166500
10061,247500
10062,67500
10063,405000
10064,180000
10065,117000
10066,126000
10067,144000
10068,110250
10069,225000
10070,180000
10071,157500
10072,112500
10073,67500
10074,135000
10075,202500
10076,135000
10077,180000
10078,225000
10079,180000
10080,157500
10081,270000
10082,225000
10083,153000
10084,135000
10085,225000
10086,148500
10087,121500
10088,207000
10089,112500
10090,45000
10091,112500
10092,270000
10093,405000
10094,180000
10095,180000
10096,90000
10097,292500
10098,67500
10099,198000
10100,90000
10101,157500
10102,135000
10103,765000
10104,112500
10105,135000
10106,108000
10107,112500
10108,225000
10109,99000
10110,157500
10111,112500
10112,112500
10113,202500
10114,157500
10115,135000
10116,180000
10117,225000
10118,270000
10119,67500
10120,72000
10121,112500
10122,74250
10123,270000
10124,103500
10125,112500
10126,40500
10127,126000
10128,175500
10129,207000
10130,90000
10131,112500
10132,193500
10133,225000
10134,148500
10135,247500
10136,103500
10137,62100
10138,225000
10139,90000
10140,103500
10141,112500
10142,112500
10143,135000
10144,135000
10145,157500
10146,81000
10147,99000
10148,103500
10149,225000
10150,126000
10151,184500
10152,103500
10153,67500
10154,189000
10155,121500
10156,208350
10157,166500
10158,243000
10159,47250
10160,180000
10161,157500
10162,171000
10163,202500
10164,81000
10165,157500
10166,193500
10167,139500
10168,135000
10169,225000
10170,112500
10171,117000
10172,450000
10173,103500
10174,157500
10175,144000
10176,202500
10177,108000
10178,450000
10179,247500
10180,54000
10181,126000
10182,94500
10183,112500
10184,135000
10185,81000
10186,135000
10187,157500
10188,135000
10189,90000
10190,180000
10191,225000
10192,135000
10193,382500
10194,90000
10195,40500
10196,180000
10197,315000
10198,157500
10199,90000
10200,225000
10201,157500
10202,315000
10203,112500
10204,180000
10205,121500
10206,225000
10207,180000
10208,256500
10209,157500
10210,157500
10211,945000
10212,157500
10213,135000
10214,112500
10215,180000
10216,247500
10217,180000
10218,315000
10219,270000
10220,202500
10221,90000
10222,180000
10223,144000
10224,135000
10225,225000
10226,54000
10227,135000
10228,225000
10229,99000
10230,121500
10231,180000
10232,225000
10233,166500
10234,45000
10235,180000
10236,157500
10237,112500
10238,238500
10239,112500
10240,67500
10241,180000
10242,135000
10243,90000
10244,126000
10245,283500
10246,90000
10247,112500
10248,225000
10249,225000
10250,225000
10251,247500
10252,112500
10253,135000
10254,225000
10255,360000
10256,202500
10257,135000
10258,94500
10259,38250
10260,175950
10261,315000
10262,180000
10263,157500
10264,139500
10265,247500
10266,108000
10267,202500
10268,450000
10269,360000
10270,90000
10271,157500
10272,171000
10273,382500
10274,202500
10275,112500
10276,315000
10277,81000
10278,74250
10279,180000
10280,130500
10281,90000
10282,315000
10283,225000
10284,270000
10285,90000
10286,135000
10287,225000
10288,121500
10289,157500
10290,130500
10291,157500
10292,202500
10293,180000
10294,126000
10295,382500
10296,135000
10297,76500
10298,360000
10299,135000
10300,157500
10301,139500
10302,202500
10303,652500
10304,180000
10305,225000
10306,135000
10307,103500
10308,225000
10309,157500
10310,162000
10311,90000
10312,180000
10313,112500
10314,225000
10315,112500
10316,112500
10317,112500
10318,337500
10319,112500
10320,288000
10321,202500
10322,58500
10323,247500
10324,337500
10325,148500
10326,189000
10327,270000
10328,171000
10329,180000
10330,130500
10331,315000
10332,675000
10333,202500
10334,112500
10335,157500
10336,270000
10337,135000
10338,157500
10339,180000
10340,112500
10341,157500
10342,315000
10343,157500
10344,112500
10345,126000
10346,166500
10347,225000
10348,157500
10349,202500
10350,90000
10351,234000
10352,225000
10353,234000
10354,180000
10355,157500
10356,180000
10357,157500
10358,90000
10359,180000
10360,135000
10361,360000
10362,360000
10363,346500
10364,315000
10365,315000
10366,135000
10367,112500
10368,297000
10369,103500
10370,90000
10371,270000
10372,141750
10373,90000
10374,112500
10375,90000
10376,315000
10377,67500
10378,225000
10379,171000
10380,157500
10381,126000
10382,157500
10383,144000
10384,225000
10385,112500
10386,225000
10387,270000
10388,207000
10389,225000
10390,270000
10391,94500
10392,112500
10393,135000
10394,157500
10395,292500
10396,153000
10397,180000
10398,270000
10399,112500
10400,540000
10401,180000
10402,112500
10403,405000
10404,315000
10405,157500
10406,135000
10407,382500
10408,180000
10409,202500
10410,315000
10411,157500
10412,67500
10413,112500
10414,225000
10415,247500
10416,225000
10417,135000
10418,225000
10419,90000
10420,135000
10421,450000
10422,202500
10423,540000
10424,270000
10425,67500
10426,157500
10427,58500
10428,180000
10429,135000
10430,90000
10431,360000
10432,157500
10433,157500
10434,675000
10435,450000
10436,279000
10437,270000
10438,180000
10439,202500
10440,225000
10441,157500
10442,162000
10443,225000
10444,126000
10445,157500
